Source,Target,Weight
ALLISER_THORNE,BOWEN_MARSH,6
ARTHUR_CHILD,QYBURN,6
ARYA,CLARENZO,6
ARYA,SANSA,6
BELICHO,RAZDAL,6
BOWEN_MARSH,JON,6
BRAN,LYANNA,6
BRYNDEN,GUARD_CAPTAIN,6
BRYNDEN,PODRICK,6
BRYNDEN,SANSA,6
CAMELLO,CLARENZO,6
CAMELLO,IZEMBARO,6
CATELYN,JAIME,6
CERSEI,JOFFREY,6
CERSEI,LADY_CRANE,6
CERSEI,LORAS,6
DAENERYS,DROGO,6
DAENERYS,RAZDAL,6
DAVOS,SMALLJON,6
EDMURE,LOTHAR,6
HIGH_SPARROW,MACE,6
HOUND,LEM,6
JON,OLLY,6
LADY_CRANE,SANSA,6
LANCEL,MARGAERY,6
LEAF,NIGHT_KING,6
MELISANDRE,STANNIS,6
OBARA,TRYSTANE,6
RICKON,SMALLJON,6
SMALLJON,TORMUND,6
TYRION,YARA,6
ARYA,BOBONO,5
ARYA,CAMELLO,5
ARYA,JOFFREY,5
BELICHO,GREY_WORM,5
BELICHO,MISSANDEI,5
BELICHO,YEZZAN,5
BLACK_WALDER,BRONN,5
BLACK_WALDER,BRYNDEN,5
BOBONO,JOFFREY,5
BRIENNE,LITTLEFINGER,5
BRIENNE,THEON,5
BRYNDEN,WALDER,5
CERSEI,MOUNTAIN,5
CERSEI,MYRCELLA,5
CERSEI,TYWIN,5
CLARENZO,JOFFREY,5
CLARENZO,TYRION,5
DAENERYS,KINVARA,5
DAVOS,LITTLEFINGER,5
DIM_DALBA,JON,5
DOM,VARYS,5
DORAN,MAESTER_DORNE,5
DROGO,KHAL_MORO,5
EDDISON_TOLLETT,OLLY,5
EDMURE,WALDER,5
ELLARIA,TYENE,5
JOFFREY,SANSA,5
JON,MAESTER_MORMONT,5
JON,ROBB,5
KEVAN,PYCELLE,5
LADY_CRANE,TYRION,5
LANCEL,LORAS,5
LITTLE_SAM,MELESSA,5
MAESTER_MORMONT,SANSA,5
NED,RICKARD_STARK,5
NIGHT_KING,THREE_EYED_RAVEN,5
OLLY,TORMUND,5
PODRICK,THEON,5
RAMSAY,WUN_WUN,5
RANDYLL,TALLA,5
RICKARD_KARSTARK,ROOSE_BOLTON,5
RICKARD_KARSTARK,SMALLJON,5
SANSA,WUN_WUN,5
AERON,BALON,4
AERON,THEON,4
ARTHUR,HOWLAND,4
ARYA,CERSEI,4
BALON,THEON,4
BIANCA,CAMELLO,4
BIANCA,JOFFREY,4
BIANCA,SANSA,4
BOBONO,SANSA,4
BOBONO,TYRION,4
BOBONO,TYWIN,4
BOWEN_MARSH,DAVOS,4
BOWEN_MARSH,EDDISON_TOLLETT,4
BOWEN_MARSH,MELISANDRE,4
BOWEN_MARSH,OLLY,4
BOWEN_MARSH,OTHELL_YARWYCK,4
BOWEN_MARSH,TORMUND,4
BRIENNE,STANNIS,4
BRONN,LOTHAR,4
BRYNDEN,LOTHAR,4
CERSEI,CLARENZO,4
CERSEI,MACE,4
CERSEI,SANSA,4
CLARENZO,SANSA,4
DAARIO,LHAZAREEN_WOMAN,4
DAENERYS,YEZZAN,4
DAVOS,MAESTER_MORMONT,4
DAVOS,OLLY,4
DICKON,GILLY,4
DIM_DALBA,TORMUND,4
DORAN,TYENE,4
EDDISON_TOLLETT,PODRICK,4
GILLY,MAESTER_CITADEL,4
GLOVER,MANDERLY,4
HARALD,RAMSAY,4
HIGH_SPARROW,OLENNA,4
HODOR,LYANNA,4
HODOR,NIGHT_KING,4
HOWLAND,NED,4
JAIME,MYRCELLA,4
JAIME,SON_OF_EDMURE,4
JOFFREY,TYRION,4
JON,MANDERLY,4
JON,PODRICK,4
JON,SAM,4
JON,STANNIS,4
KEVAN,MARGAERY,4
LITTLEFINGER,TORMUND,4
LORAS,OLENNA,4
LYANNA_MORMONT,ROBB,4
MAESTER_WOLKAN,MYRANDA,4
MAESTER_WOLKAN,RICKARD_KARSTARK,4
MYRCELLA,TOMMEN,4
NYMERIA,OLENNA,4
PODRICK,TORMUND,4
RED_PRIEST,TYRION,4
SANSA,SMALLJON,4
SANSA,TYRION,4
STANNIS,TORMUND,4
AERYS,TYRION,3
ALLISER_THORNE,MELISANDRE,3
ALLISER_THORNE,OTHELL_YARWYCK,3
ALLISER_THORNE,WUN_WUN,3
AREO,DORAN,3
AREO,ELLARIA,3
AREO,TYENE,3
ARTHUR,BRAN,3
ARTHUR,THREE_EYED_RAVEN,3
ARYA,BRAN,3
ARYA,TYRION,3
BENJEN,HODOR,3
BERIC,LEM,3
BIANCA,CERSEI,3
BIANCA,NED,3
BIANCA,TYRION,3
BOBONO,CERSEI,3
BOBONO,NED,3
BRAN,JON,3
BRAN,RICKON,3
BRONN,EDMURE,3
CATELYN,NED,3
CATELYN,SANSA,3
CERSEI,IZEMBARO,3
CERSEI,TYRION,3
CLARENZO,MARGAERY,3
DAENERYS,RED_PRIEST,3
DAVOS,GLOVER,3
DAVOS,HARALD,3
DAVOS,SHIREEN,3
DICKON,RANDYLL,3
DIM_DALBA,WUN_WUN,3
DOM,VALA,3
DORAN,OBERYN,3
EDDISON_TOLLETT,WUN_WUN,3
GLOVER,SANSA,3
HARALD,JON,3
HARALD,SANSA,3
HARALD,SMALLJON,3
HARALD,TORMUND,3
HIGH_SPARROW,KEVAN,3
HODOR,NED,3
HOWLAND,THREE_EYED_RAVEN,3
IZEMBARO,JOFFREY,3
IZEMBARO,NED,3
IZEMBARO,TYWIN,3
JAIME,PODRICK,3
JAIME,PYCELLE,3
JAIME,SANSA,3
JEOR,JON,3
JOFFREY,MARGAERY,3
JON,OTHELL_YARWYCK,3
JON,ROOSE_BOLTON,3
JORAH,LHAZAREEN_WOMAN,3
KEVAN,LORAS,3
KEVAN,MACE,3
LEM,THOROS,3
LITTLE_SAM,TALLA,3
LORAS,MACE,3
LYANNA,THREE_EYED_RAVEN,3
LYANNA_MORMONT,RAMSAY,3
LYANNA_MORMONT,TORMUND,3
MACE,PYCELLE,3
MANDERLY,ROBB,3
MARGAERY,TYRION,3
NED,OLD_NAN,3
NED,RAMSAY,3
OLENNA,PYCELLE,3
OLENNA,TOMMEN,3
OLENNA,TYENE,3
RAZDAL,VARYS,3
RED_PRIEST,VARYS,3
ROBB,ROBETT,3
ROOSE_BOLTON,SMALLJON,3
ROOSE_BOLTON,WALDA,3
SANSA,STANNIS,3
SMALLJON,WUN_WUN,3
AREO,MAESTER_DORNE,2
ARYA,NED,2
ARYA,RICKON,2
ARYA,ROBERT,2
BELICHO,DAENERYS,2
BELICHO,VARYS,2
BENJEN,RODRIK,2
BIANCA,MARGAERY,2
BOBONO,MARGAERY,2
BOWEN_MARSH,OTHELL_YARWYCK,2
BRAN,HOWLAND,2
BRAN,JAQEN,2
BRAN,OLD_NAN,2
BRAN,RODRIK,2
BRAN,SANSA,2
BRONN,BRYNDEN,2
BRONN,WALDER,2
BRYNDEN,MINISA,2
CAMELLO,NED,2
CAMELLO,SANSA,2
CAMELLO,TYRION,2
CATELYN,EDMURE,2
CATELYN,ROBB,2
CERSEI,ROBERT,2
CERSEI,SON_OF_EDMURE,2
CERSEI,VARYS,2
CLARENZO,ROBERT,2
DAARIO,DOSH_KHALEEN_LEADER,2
DAARIO,KHAL_MORO,2
DAENERYS,VALA,2
DAVOS,DIM_DALBA,2
DAVOS,OTHELL_YARWYCK,2
DAVOS,RICKON,2
DAVOS,ROBETT,2
DICKON,MELESSA,2
DICKON,TALLA,2
DIM_DALBA,SANSA,2
DOSH_KHALEEN_LEADER,JORAH,2
EDDISON_TOLLETT,OTHELL_YARWYCK,2
EDMURE,HOSTER,2
EDMURE,SON_OF_EDMURE,2
ELLARIA,MAESTER_DORNE,2
ELLARIA,NYMERIA,2
ELLARIA,OBARA,2
ELLARIA,OBERYN,2
FLYNN,LEM,2
FLYNN,MORGAN,2
FLYNN,RAY,2
GLOVER,ROBB,2
GLOVER,ROBETT,2
GREY_WORM,THEON,2
GREY_WORM,YARA,2
HARALD,LYANNA_MORMONT,2
HODOR,OLD_NAN,2
IZEMBARO,ROBERT,2
IZEMBARO,SANSA,2
IZEMBARO,TYRION,2
JAIME,LORAS,2
JAIME,ROBB,2
JAIME,TYRION,2
JON,THEON,2
JORAH,KHAL_MORO,2
KEVAN,QYBURN,2
KRAZNYS_MO_NAKLOZ,MISSANDEI,2
LADY_CRANE,MARGAERY,2
LADY_CRANE,ROBERT,2
LADY_CRANE,TYWIN,2
LADY_CRANE,WAIF,2
LANCEL,MACE,2
LANCEL,QYBURN,2
LANCEL,SEPTA_UNELLA,2
LEM,MORGAN,2
LITTLE_SAM,RANDYLL,2
LITTLEFINGER,RAMSAY,2
LITTLEFINGER,SMALLJON,2
LITTLEFINGER,WUN_WUN,2
LYANNA_MORMONT,MANDERLY,2
LYANNA_MORMONT,SMALLJON,2
MAESTER_AEMON,SAM,2
MAESTER_DORNE,TYENE,2
MAESTER_WOLKAN,ROOSE_BOLTON,2
MANCE,TORMUND,2
MARGAERY,SANSA,2
MEERA,OLD_NAN,2
MELISANDRE,OLLY,2
MELISANDRE,OTHELL_YARWYCK,2
MELISANDRE,PODRICK,2
MELISANDRE,RAMSAY,2
MISSANDEI,THEON,2
MISSANDEI,YARA,2
MORGAN,RAY,2
NED,ROBB,2
NED,ROBERT,2
NED,ROBETT,2
NED,RODRIK,2
NED,TYRION,2
NYMERIA,TYENE,2
OBARA,TYENE,2
OLD_NAN,THREE_EYED_RAVEN,2
OLLY,OTHELL_YARWYCK,2
OSHA,SMALLJON,2
OTHELL_YARWYCK,TORMUND,2
QYBURN,VARYS,2
RICKON,TORMUND,2
RICKON,WUN_WUN,2
ROBB,WALDER,2
ROBIN,SANSA,2
SANSA,TYWIN,2
SANSA,YOHN_ROYCE,2
STANNIS,VARYS,2
THEON,VARYS,2
TYRION,TYWIN,2
VARYS,YARA,2
VARYS,YEZZAN,2
DAENERYS,TYRION,179
DAENERYS,JON,178
CERSEI,JAIME,172
ARYA,SANSA,156
JON,TYRION,107
LITTLEFINGER,SANSA,107
DAVOS,JON,92
BRONN,JAIME,85
JON,SANSA,79
MARWYN,SAM,75
CERSEI,TYRION,74
DAENERYS,VARYS,65
BERIC,HOUND,63
JON,JORAH,59
HOUND,THOROS,57
HOUND,TORMUND,57
DAVOS,GENDRY,55
JON,TORMUND,50
DAVOS,TYRION,46
TYRION,VARYS,45
BRAN,SANSA,44
CERSEI,QYBURN,44
BERIC,JON,41
CERSEI,EURON,38
CERSEI,TYCHO,37
JAIME,OLENNA,37
JON,MISSANDEI,36
DAENERYS,MISSANDEI,35
JON,THEON,35
DAENERYS,JORAH,34
JAIME,TYRION,34
ARYA,HOT_PIE,33
CERSEI,DAENERYS,33
CERSEI,MOUNTAIN,33
DAENERYS,DAVOS,33
JAIME,RANDYLL,33
DAVOS,MISSANDEI,31
GREY_WORM,MISSANDEI,31
MISSANDEI,TYRION,31
BERIC,THOROS,30
GENDRY,JON,30
BRIENNE,SANSA,29
BERIC,TORMUND,27
HOUND,JON,27
JORAH,SAM,27
EURON,JAIME,26
HOUND,JORAH,26
BRIENNE,PODRICK,25
DICKON,RANDYLL,25
ELLARIA,YARA,25
JAIME,QYBURN,25
ARYA,LITTLEFINGER,24
CERSEI,JON,24
DICKON,JAIME,24
HARRAG,THEON,24
JORAH,TORMUND,24
THEON,YARA,24
JAIME,MOUNTAIN,23
SANSA,YOHN_ROYCE,23
ARYA,BRAN,21
BRAN,MEERA,21
BRAN,SAM,21
CERSEI,ELLARIA,21
ELLARIA,TYENE,21
JON,NED,21
MELISANDRE,VARYS,21
MISSANDEI,VARYS,21
DAENERYS,JAIME,20
GILLY,SAM,20
JON,LITTLEFINGER,20
ARYA,BRIENNE,19
BRAN,LITTLEFINGER,19
BRONN,TYRION,19
EURON,YARA,19
JORAH,THOROS,19
BERIC,JORAH,18
BRIENNE,HOUND,18
EURON,THEON,18
GENDRY,HOUND,18
GREY_WORM,TYRION,18
JON,VARYS,18
JON,NIGHT_KING,17
JORAH,TYRION,17
SANSA,MAESTER_WOLKAN,17
DAENERYS,OLENNA,16
JORAH,MARWYN,16
CERSEI,TYENE,15
CERSEI,TYWIN,15
GENDRY,TORMUND,15
BRIENNE,LITTLEFINGER,14
DAENERYS,RANDYLL,14
DAVOS,JORAH,14
GENDRY,THOROS,14
GREY_WORM,VARYS,14
MOUNTAIN,QYBURN,14
NED,SANSA,14
DAENERYS,GREY_WORM,13
DAENERYS,MELISANDRE,13
GENDRY,JORAH,13
DAVOS,THEON,12
JON,THOROS,12
PODRICK,TYRION,12
AERYS,DAENERYS,11
BERIC,GENDRY,11
BRONN,DICKON,11
LITTLEFINGER,MAESTER_WOLKAN,11
LITTLEFINGER,YOHN_ROYCE,11
LYANNA_MORMONT,ROBETT,11
THOROS,TORMUND,11
BRIENNE,JAIME,10
DAENERYS,DICKON,10
DAENERYS,NIGHT_KING,10
DAVOS,VARYS,10
MISSANDEI,THEON,10
MOUNTAIN,TYRION,10
THEON,TYRION,10
TYRION,TYWIN,10
ARYA,JON,9
BRIENNE,JON,9
CERSEI,SANSA,9
DAVOS,SANSA,9
EURON,MOUNTAIN,9
HOUND,TYRION,9
NYMERIA,OBARA,9
ARYA,NED,8
BERIC,NIGHT_KING,8
BRAN,JON,8
BRONN,DAENERYS,8
BRONN,PODRICK,8
BRONN,RANDYLL,8
ELLARIA,THEON,8
EURON,TYRION,8
JON,ROBETT,8
ROBETT,YOHN_ROYCE,8
BENJEN,JON,7
BRAN,LYANNA,7
BRAN,MAESTER_WOLKAN,7
CERSEI,JOFFREY,7
DAENERYS,EURON,7
DAENERYS,THEON,7
DAVOS,TORMUND,7
ELLARIA,TYRION,7
JORAH,MISSANDEI,7
JORAH,THEON,7
LYANNA,RHAEGAR,7
LYANNA_MORMONT,SANSA,7
OBARA,TYENE,7
PODRICK,SANSA,7
RANDYLL,TYRION,7
ROBETT,SANSA,7
ARYA,JOFFREY,6
ARYA,YOHN_ROYCE,6
BRIENNE,TORMUND,6
CERSEI,RANDYLL,6
DAENERYS,HOUND,6
ELLARIA,MOUNTAIN,6
ELLARIA,QYBURN,6
EURON,TYENE,6
GENDRY,ROBERT,6
GILLY,LITTLE_SAM,6
JAIME,JON,6
JOFFREY,SANSA,6
JON,LYANNA_MORMONT,6
JORAH,VARYS,6
LITTLE_SAM,SAM,6
LITTLEFINGER,ROBETT,6
LYANNA_MORMONT,YOHN_ROYCE,6
NIGHT_KING,TORMUND,6
THEON,VARYS,6
TYENE,YARA,6
AERYS,CERSEI,5
AERYS,JON,5
ALYS,NED_UMBER,5
ARYA,CATELYN,5
ARYA,CERSEI,5
ARYA,MAESTER_WOLKAN,5
ARYA,PODRICK,5
BRIENNE,BRONN,5
BRONN,CERSEI,5
CERSEI,NED,5
CERSEI,OLENNA,5
DAENERYS,TORMUND,5
DAVOS,HOUND,5
ELLARIA,EURON,5
EURON,JON,5
HOUND,MOUNTAIN,5
HOUND,NIGHT_KING,5
JOFFREY,NED,5
JOFFREY,TYWIN,5
JON,MAESTER_WOLKAN,5
JON,MOUNTAIN,5
JON,PODRICK,5
JON,YOHN_ROYCE,5
LITTLEFINGER,PODRICK,5
NED,ROBB,5
QYBURN,TYENE,5
AERYS,TYRION,4
ARYA,ROBETT,4
BERIC,DAENERYS,4
BRAN,EDDISON_TOLLETT,4
BRAN,NED,4
BRAN,RHAEGAR,4
BRIENNE,CERSEI,4
BRIENNE,DAVOS,4
BRIENNE,LYANNA_MORMONT,4
BRIENNE,ROBETT,4
BRIENNE,TYRION,4
BRIENNE,YOHN_ROYCE,4
CATELYN,LITTLEFINGER,4
CERSEI,DAVOS,4
CERSEI,HOUND,4
CERSEI,MYRCELLA,4
CERSEI,THEON,4
DAVOS,LITTLEFINGER,4
DAVOS,PODRICK,4
DICKON,TYRION,4
EDDISON_TOLLETT,MEERA,4
ELLARIA,OBARA,4
EURON,NYMERIA,4
EURON,OBARA,4
EURON,QYBURN,4
GENDRY,TYRION,4
GREY_WORM,THEON,4
HOUND,THEON,4
JAIME,TYWIN,4
JEOR,JON,4
JEOR,JORAH,4
JEOR,SAM,4
JOFFREY,TYRION,4
JON,LYANNA,4
JON,MELISANDRE,4
JON,NED_UMBER,4
JON,QYBURN,4
JORAH,NIGHT_KING,4
LITTLEFINGER,LYANNA_MORMONT,4
LITTLEFINGER,NED,4
LYANNA,NED,4
LYSA,SANSA,4
MAESTER_WOLKAN,YOHN_ROYCE,4
MELISANDRE,TYRION,4
MOUNTAIN,OBERYN,4
MOUNTAIN,TYENE,4
NYMERIA,TYENE,4
NYMERIA,YARA,4
OBARA,YARA,4
OLENNA,RANDYLL,4
OLENNA,TYRION,4
PODRICK,TORMUND,4
QYBURN,TYRION,4
ROBB,SANSA,4
AEGON,DAENERYS,3
AERYS,VARYS,3
ALYS,JON,3
ARYA,LYANNA_MORMONT,3
ARYA,ROBB,3
ARYA,ROBERT,3
BALERION,QYBURN,3
BERIC,DAVOS,3
BRAN,DAENERYS,3
BRAN,YOHN_ROYCE,3
BRIENNE,MOUNTAIN,3
BRIENNE,QYBURN,3
BRIENNE,THEON,3
BRONN,DAVOS,3
BRONN,HOUND,3
BRONN,JON,3
BRONN,VARYS,3
CATELYN,SANSA,3
CERSEI,OBERYN,3
DAENERYS,ELLARIA,3
DAENERYS,NED,3
DAENERYS,VISERYS,3
DAENERYS,YARA,3
DAVOS,EURON,3
DAVOS,JAIME,3
DAVOS,LYANNA_MORMONT,3
DAVOS,NIGHT_KING,3
DAVOS,ROBERT,3
ELLARIA,OLENNA,3
ELLARIA,VARYS,3
HARRAG,YARA,3
HOUND,JAIME,3
HOUND,PODRICK,3
HOUND,QYBURN,3
HOUND,VARYS,3
JAIME,JOFFREY,3
JAIME,TOMMEN,3
JOFFREY,OLENNA,3
JON,SAM,3
LITTLEFINGER,MEERA,3
LITTLEFINGER,TORMUND,3
MOUNTAIN,THEON,3
NED,ROBERT,3
RAMSAY,SANSA,3
ROBERT,VARYS,3
SANSA,TORMUND,3
SANSA,TYRION,3
THEON,TYENE,3
TYCHO,TYWIN,3
TYRION,YARA,3
AERYS,NED,2
AERYS,OLENNA,2
AERYS,SANSA,2
ARYA,WALDER,2
BALERION,CERSEI,2
BERIC,NED,2
BRAN,BRIENNE,2
BRAN,NIGHT_KING,2
BRAN,PODRICK,2
BRAN,TYRION,2
BRIENNE,EURON,2
BRIENNE,HOT_PIE,2
BRIENNE,JORAH,2
BRIENNE,QHONO,2
BRIENNE,VARYS,2
BRONN,GREY_WORM,2
BRONN,JORAH,2
BRONN,OLENNA,2
BRONN,THEON,2
CATELYN,TYRION,2
CERSEI,LITTLEFINGER,2
CERSEI,NIGHT_KING,2
CERSEI,ROBB,2
CERSEI,VARYS,2
CERSEI,YARA,2
DAENERYS,DROGO,2
DAENERYS,GENDRY,2
DAENERYS,LITTLEFINGER,2
DAENERYS,MOUNTAIN,2
DAENERYS,QYBURN,2
DAENERYS,ROBERT,2
DAENERYS,TYWIN,2
DAVOS,GREY_WORM,2
DAVOS,MOUNTAIN,2
DAVOS,QYBURN,2
DAVOS,ROBETT,2
DAVOS,YOHN_ROYCE,2
DICKON,OLENNA,2
DICKON,SAM,2
DROGO,JON,2
DROGO,JORAH,2
ELLARIA,GREY_WORM,2
ELLARIA,JAIME,2
ELLARIA,MISSANDEI,2
ELLARIA,NYMERIA,2
ELLARIA,OBERYN,2
EURON,HOUND,2
GENDRY,MELISANDRE,2
GREY_WORM,JAIME,2
GREY_WORM,JON,2
GREY_WORM,JORAH,2
GREY_WORM,MELISANDRE,2
GREY_WORM,OLENNA,2
GREY_WORM,YARA,2
HIGH_SEPTON,SAM,2
HOT_PIE,JON,2
HOUND,MISSANDEI,2
HOUND,QHONO,2
HOUND,WHITE_WALKER,2
HOWLAND,MEERA,2
JAIME,SANSA,2
JAIME,THEON,2
JAIME,TYENE,2
JEOR,TYRION,2
JOANNA,TYWIN,2
JOFFREY,ROBB,2
JOFFREY,ROBERT,2
JOFFREY,TOMMEN,2
JON,ROBB,2
JON,WHITE_WALKER,2
JON_ARRYN,LYSA,2
JON_ARRYN,SANSA,2
JORAH,PODRICK,2
JORAH,WHITE_WALKER,2
LYANNA_MORMONT,PODRICK,2
LYANNA_MORMONT,TORMUND,2
MARGAERY,OLENNA,2
MARWYN,MAESTER_WOLKAN,2
MARWYN,ROBERT,2
MARWYN,SHIREEN,2
MEERA,NED,2
MELISANDRE,MISSANDEI,2
MELISANDRE,THOROS,2
MISSANDEI,OLENNA,2
MISSANDEI,YARA,2
MOUNTAIN,MYRCELLA,2
MOUNTAIN,RANDYLL,2
MYRCELLA,OBERYN,2
NED,TYRION,2
NIGHT_KING,TYRION,2
NYMERIA,THEON,2
OBARA,THEON,2
OLENNA,THEON,2
OLENNA,VARYS,2
OLENNA,YARA,2
PODRICK,QHONO,2
PODRICK,ROBETT,2
PODRICK,THEON,2
PODRICK,VARYS,2
PODRICK,YOHN_ROYCE,2
QHONO,TYRION,2
QYBURN,RANDYLL,2
QYBURN,THEON,2
RHAEGAR,ROBERT,2
ROBB,ROBERT,2
ROBERT,SAM,2
ROBERT,SANSA,2
ROBETT,TORMUND,2
SAM,STANNIS,2
TORMUND,WHITE_WALKER,2
TORMUND,YOHN_ROYCE,2
VARYS,YARA,2
DAENERYS,JON,194
DAENERYS,TYRION,122
JAIME,TYRION,122
BRIENNE,JAIME,121
JON,TYRION,116
TYRION,VARYS,114
SANSA,TYRION,86
DAVOS,TYRION,72
DAENERYS,SANSA,71
ARYA,GENDRY,70
ARYA,JON,70
JON,SANSA,70
JON,SAM,66
ARYA,HOUND,63
BRAN,TYRION,55
ARYA,SANSA,52
DAENERYS,JORAH,51
GREY_WORM,JON,50
JON,TORMUND,50
JON,VARYS,49
DAVOS,JON,47
BRIENNE,TYRION,46
DAENERYS,VARYS,44
CERSEI,QYBURN,41
BRIENNE,TORMUND,40
BRONN,TYRION,40
CERSEI,EURON,40
GREY_WORM,TYRION,40
JAIME,TORMUND,38
DAENERYS,GREY_WORM,37
CERSEI,DAENERYS,36
BERIC,HOUND,34
BRIENNE,PODRICK,31
CERSEI,JAIME,31
BRAN,JON,30
SAM,TORMUND,30
BRAN,SANSA,28
JAIME,PODRICK,28
BRAN,THEON,27
DAVOS,GREY_WORM,27
GREY_WORM,MISSANDEI,27
HOUND,MOUNTAIN,27
CERSEI,TYRION,26
DAENERYS,SAM,26
GENDRY,HOUND,26
JORAH,SAM,26
BERIC,TORMUND,24
BRAN,JAIME,24
BRIENNE,SANSA,24
CERSEI,MOUNTAIN,24
SAM,TYRION,24
BRAN,SAM,23
BRIENNE,GREY_WORM,23
BRIENNE,SAM,23
DAENERYS,JAIME,23
DAENERYS,MISSANDEI,23
GREY_WORM,SAM,23
GREY_WORM,TORMUND,23
ARYA,DAVOS,22
ARYA,NORA,22
HOUND,TORMUND,22
NORA,VICKY,22
SANSA,VARYS,22
ARYA,BRAN,21
ARYA,DAENERYS,21
DAENERYS,GENDRY,21
MISSANDEI,TYRION,21
BRONN,QYBURN,20
PODRICK,TORMUND,20
DAVOS,TORMUND,19
GENDRY,TORMUND,19
GREY_WORM,JAIME,19
JAIME,SAM,19
JON,NIGHT_KING,19
QYBURN,TYRION,19
TORMUND,TYRION,19
ARYA,BERIC,18
BRIENNE,DAVOS,18
GREY_WORM,SANSA,18
GREY_WORM,VARYS,18
JORAH,TORMUND,18
PODRICK,TYRION,18
DAENERYS,DAVOS,17
DAVOS,SANSA,17
EURON,JAIME,17
GENDRY,SAM,17
JORAH,LYANNA_MORMONT,17
BRAN,DAENERYS,16
DAENERYS,TORMUND,16
EDDISON_TOLLETT,SAM,16
GENDRY,GREY_WORM,16
BERIC,SAM,15
BRAN,GREY_WORM,15
BRAN,NIGHT_KING,15
MISSANDEI,VARYS,15
ARYA,VICKY,14
DAVOS,SAM,14
DAVOS,VARYS,14
HOUND,SANSA,14
JAIME,JORAH,14
JAIME,SANSA,14
MISSANDEI,SANSA,14
SANSA,YOHN_ROYCE,14
ARYA,GREY_WORM,13
ARYA,MELISANDRE,13
BERIC,JORAH,13
BRIENNE,GENDRY,13
BRIENNE,JORAH,13
BRONN,JAIME,13
EDDISON_TOLLETT,TORMUND,13
GENDRY,JAIME,13
LYANNA_MORMONT,SAM,13
BERIC,GREY_WORM,12
CRAYAH,DIRAH,12
MOUNTAIN,QYBURN,12
SAM,SANSA,12
SANSA,MAESTER_WOLKAN,12
ARYA,TYRION,11
BRAN,BRIENNE,11
BRIENNE,DAENERYS,11
BRIENNE,JON,11
CERSEI,HARRY,11
DAENERYS,THEON,11
GILLY,SAM,11
GREY_WORM,JORAH,11
JAIME,JON,11
JON,JORAH,11
JON,LYANNA_MORMONT,11
JON,MISSANDEI,11
JORAH,MELISANDRE,11
MARTHA,VARYS,11
SANSA,THEON,11
ARYA,SAM,10
BERIC,BRIENNE,10
BRONN,DAVOS,10
DAENERYS,EURON,10
DAENERYS,MAESTER_WOLKAN,10
DAENERYS,NIGHT_KING,10
DAVOS,JAIME,10
DAVOS,MELISANDRE,10
HOUND,JAIME,10
JAIME,LYANNA_MORMONT,10
JORAH,SANSA,10
JORAH,TYRION,10
SANSA,TORMUND,10
BERIC,EDDISON_TOLLETT,9
BERIC,JAIME,9
BRAN,DAVOS,9
BRIENNE,VARYS,9
CERSEI,MISSANDEI,9
DAVOS,PODRICK,9
GILLY,JON,9
GILLY,LITTLE_SAM,9
HOUND,JORAH,9
JON,LYANNA,9
JORAH,VARYS,9
TYRION,MAESTER_WOLKAN,9
TYRION,YOHN_ROYCE,9
ALYS,TYRION,8
BERIC,JON,8
BRAN,VARYS,8
BRONN,SAM,8
EDDISON_TOLLETT,JON,8
EURON,YARA,8
GENDRY,JORAH,8
GENDRY,PODRICK,8
GILLY,SANSA,8
GILLY,TYRION,8
GILLY,VARYS,8
HOUND,MELISANDRE,8
HOUND,SAM,8
NIGHT_KING,THEON,8
PODRICK,SAM,8
THEON,YARA,8
ARYA,TORMUND,7
ARYA,VARYS,7
BRIENNE,HOUND,7
BRIENNE,LYANNA_MORMONT,7
BRONN,CRAYAH,7
DAENERYS,HOUND,7
DAENERYS,LYANNA_MORMONT,7
GENDRY,JON,7
GREY_WORM,LYANNA_MORMONT,7
GREY_WORM,PODRICK,7
JAIME,VARYS,7
JON,NED,7
JON,RHAEGAR,7
LYANNA_MORMONT,SANSA,7
LYANNA_MORMONT,TYRION,7
ALYS,DAVOS,6
ALYS,VARYS,6
ARYA,BRIENNE,6
BERIC,GENDRY,6
BERIC,MELISANDRE,6
BRAN,JORAH,6
BRAN,MISSANDEI,6
BRAN,YOHN_ROYCE,6
BRIENNE,MAESTER_WOLKAN,6
BRIENNE,MISSANDEI,6
BRIENNE,YOHN_ROYCE,6
CERSEI,HOUND,6
DAENERYS,YOHN_ROYCE,6
DAVOS,GENDRY,6
DAVOS,GILLY,6
DAVOS,MAESTER_WOLKAN,6
DAVOS,YOHN_ROYCE,6
EURON,MOUNTAIN,6
EURON,QYBURN,6
GENDRY,TYRION,6
GREY_WORM,HOUND,6
GREY_WORM,QHONO,6
JON,MAESTER_WOLKAN,6
LITTLE_SAM,SANSA,6
LITTLE_SAM,TYRION,6
LITTLE_SAM,VARYS,6
LYANNA_MORMONT,TORMUND,6
QHONO,SAM,6
SAM,VARYS,6
SAM,YOHN_ROYCE,6
TORMUND,VARYS,6
ALYS,BRAN,5
ALYS,DAENERYS,5
ALYS,GREY_WORM,5
ALYS,JON,5
ALYS,JORAH,5
ALYS,LYANNA_MORMONT,5
ALYS,SANSA,5
ARYA,CERSEI,5
ARYA,JORAH,5
ARYA,MISSANDEI,5
BRAN,LYANNA_MORMONT,5
BRIENNE,BRONN,5
BRONN,DIRAH,5
BRONN,MAREI,5
