Source,Target,weight,book
Mace-Tyrell,Stannis-Baratheon,3,2
Mance-Rayder,Qhorin-Halfhand,4,2
Mance-Rayder,Thoren-Smallwood,3,2
Mandon-Moore,Sandor-Clegane,5,2
Mandon-Moore,Sansa-Stark,3,2
Mandon-Moore,Tyrion-Lannister,16,2
Margaery-Tyrell,Renly-Baratheon,13,2
Margaery-Tyrell,Sansa-Stark,4,2
Margaery-Tyrell,Varys,3,2
Martyn-Rivers,Robb-Stark,3,2
Mathis-Rowan,Randyll-Tarly,4,2
Mathis-Rowan,Renly-Baratheon,8,2
Mathis-Rowan,Stannis-Baratheon,3,2
Meera-Reed,Osha,6,2
Meera-Reed,Rickon-Stark,6,2
Melisandre,Renly-Baratheon,4,2
Melisandre,Selyse-Florent,6,2
Melisandre,Stannis-Baratheon,14,2
Meryn-Trant,Osmund-Kettleblack,8,2
Meryn-Trant,Polliver,3,2
Meryn-Trant,Rafford,3,2
Meryn-Trant,Sandor-Clegane,10,2
Meryn-Trant,Tickler,5,2
Meryn-Trant,Tyrion-Lannister,7,2
Mikken,Osha,3,2
Mikken,Theon-Greyjoy,4,2
Monford-Velaryon,Stannis-Baratheon,3,2
Myrcella-Baratheon,Robb-Stark,3,2
Myrcella-Baratheon,Robert-Arryn,4,2
Myrcella-Baratheon,Sandor-Clegane,4,2
Myrcella-Baratheon,Sansa-Stark,6,2
Myrcella-Baratheon,Tommen-Baratheon,12,2
Myrcella-Baratheon,Trystane-Martell,4,2
Myrcella-Baratheon,Tyrion-Lannister,8,2
Olyvar-Frey,Robb-Stark,4,2
Osha,Rickon-Stark,8,2
Osha,Robb-Stark,3,2
Osha,Theon-Greyjoy,4,2
Osmund-Kettleblack,Osney-Kettleblack,4,2
Osmund-Kettleblack,Sansa-Stark,4,2
Osmund-Kettleblack,Tyrion-Lannister,7,2
Ottyn-Wythers,Samwell-Tarly,3,2
Palla,Theon-Greyjoy,3,2
Patchface,Stannis-Baratheon,6,2
Perwyn-Frey,Robb-Stark,3,2
Perwyn-Frey,Wendel-Manderly,3,2
Petyr-Baelish,Podrick-Payne,4,2
Petyr-Baelish,Pycelle,8,2
Petyr-Baelish,Renly-Baratheon,5,2
Petyr-Baelish,Sansa-Stark,4,2
Petyr-Baelish,Stannis-Baratheon,8,2
Petyr-Baelish,Tyrion-Lannister,41,2
Petyr-Baelish,Varys,27,2
Podrick-Payne,Tyrion-Lannister,13,2
Polliver,Rafford,7,2
Polliver,Sandor-Clegane,3,2
Polliver,Tickler,3,2
Polliver,Weese,3,2
Preston-Greenfield,Tyrion-Lannister,3,2
Pyat-Pree,Xaro-Xhoan-Daxos,10,2
Pycelle,Robert-Baratheon,3,2
Pycelle,Shagga,4,2
Pycelle,Stannis-Baratheon,3,2
Pycelle,Tyrion-Lannister,21,2
Pycelle,Varys,9,2
Pylos,Shireen-Baratheon,5,2
Pylos,Stannis-Baratheon,11,2
Qhorin-Halfhand,Rattleshirt,3,2
Qhorin-Halfhand,Stonesnake,6,2
Qhorin-Halfhand,Thoren-Smallwood,3,2
Qyburn,Roose-Bolton,3,2
Rafford,Sandor-Clegane,3,2
Rafford,Tickler,4,2
Ramsay-Snow,Reek,4,2
Ramsay-Snow,Robb-Stark,3,2
Ramsay-Snow,Rodrik-Cassel,5,2
Ramsay-Snow,Roose-Bolton,5,2
Randyll-Tarly,Renly-Baratheon,6,2
Randyll-Tarly,Stannis-Baratheon,3,2
Rattleshirt,Ygritte,4,2
Ramsay-Snow,Theon-Greyjoy,14,2
Renly-Baratheon,Robb-Stark,22,2
Renly-Baratheon,Robert-Baratheon,29,2
Renly-Baratheon,Sansa-Stark,4,2
Renly-Baratheon,Stannis-Baratheon,70,2
Renly-Baratheon,Steffon-Baratheon,3,2
Renly-Baratheon,Tyrion-Lannister,14,2
Renly-Baratheon,Tywin-Lannister,3,2
Renly-Baratheon,Varys,5,2
Rhaegar-Targaryen,Robert-Baratheon,5,2
Rhaegar-Targaryen,Viserys-Targaryen,3,2
Rhaenys-Targaryen,Visenya-Targaryen,3,2
Rickard-Karstark,Robb-Stark,3,2
Rickon-Stark,Robb-Stark,12,2
Rickon-Stark,Rodrik-Cassel,3,2
Rickon-Stark,Sansa-Stark,5,2
Rickon-Stark,Theon-Greyjoy,8,2
Rickon-Stark,Walder-Frey-(son-of-Merrett),5,2
Robb-Stark,Robert-Baratheon,3,2
Robb-Stark,Rodrik-Cassel,9,2
Robb-Stark,Roose-Bolton,7,2
Robb-Stark,Sansa-Stark,11,2
Robb-Stark,Stafford-Lannister,5,2
Robb-Stark,Stannis-Baratheon,12,2
Robb-Stark,Theon-Greyjoy,21,2
Robb-Stark,Tyrion-Lannister,18,2
Robb-Stark,Tywin-Lannister,6,2
Robb-Stark,Varys,3,2
Robb-Stark,Walder-Frey,6,2
Robb-Stark,Wyman-Manderly,3,2
Robert-Baratheon,Sansa-Stark,6,2
Robert-Baratheon,Stannis-Baratheon,25,2
Robert-Baratheon,Tyrion-Lannister,10,2
Robert-Baratheon,Tywin-Lannister,4,2
Robert-Baratheon,Varys,4,2
Robett-Glover,Rorge,3,2
Robett-Glover,Vargo-Hoat,3,2
Rodrik-Cassel,Roose-Bolton,4,2
Rodrik-Cassel,Theon-Greyjoy,12,2
Rodrik-Cassel,Walder-Frey-(son-of-Merrett),3,2
Rodrik-Cassel,Wyman-Manderly,6,2
Roose-Bolton,Tywin-Lannister,5,2
Roose-Bolton,Vargo-Hoat,6,2
Roose-Bolton,Walder-Frey,3,2
Rorge,Vargo-Hoat,3,2
Rorge,Yoren,4,2
Salladhor-Saan,Stannis-Baratheon,6,2
Sandor-Clegane,Sansa-Stark,19,2
Sandor-Clegane,Tickler,5,2
Sandor-Clegane,Tommen-Baratheon,5,2
Sandor-Clegane,Tyrion-Lannister,13,2
Sansa-Stark,Stannis-Baratheon,8,2
Sansa-Stark,Tanda-Stokeworth,4,2
Sansa-Stark,Tommen-Baratheon,10,2
Sansa-Stark,Tyrion-Lannister,31,2
Selyse-Florent,Stannis-Baratheon,15,2
Shadd,Wendel-Manderly,3,2
Shae,Stannis-Baratheon,3,2
Shae,Tyrion-Lannister,30,2
Shae,Tysha,3,2
Shae,Varys,16,2
Shagga,Timett,4,2
Shagga,Tyrion-Lannister,15,2
Squint,Theon-Greyjoy,3,2
Stannis-Baratheon,Steffon-Baratheon,3,2
Stannis-Baratheon,Tyrion-Lannister,39,2
Stannis-Baratheon,Tywin-Lannister,4,2
Stannis-Baratheon,Varys,5,2
Stonesnake,Ygritte,3,2
Stygg,Theon-Greyjoy,4,2
Stygg,Werlag,3,2
Syrio-Forel,Yoren,3,2
Tanda-Stokeworth,Tyrion-Lannister,4,2
Theon-Greyjoy,Urzen,3,2
Theon-Greyjoy,Victarion-Greyjoy,3,2
Theon-Greyjoy,Werlag,3,2
Theon-Greyjoy,Wex-Pyke,14,2
Timett,Tyrion-Lannister,10,2
Timett,Varys,3,2
Tommen-Baratheon,Tyrion-Lannister,10,2
Tyrion-Lannister,Tysha,4,2
Tyrion-Lannister,Tywin-Lannister,6,2
Tyrion-Lannister,Varys,63,2
Tyrion-Lannister,Vylarr,6,2
Tywin-Lannister,Vargo-Hoat,4,2
Tywin-Lannister,Weese,7,2
Walder-Frey-(son-of-Jammos),Walder-Frey-(son-of-Merrett),5,2
Walder-Frey-(son-of-Merrett),Wex-Pyke,4,2
Weasel,Weese,6,2
Woth,Yoren,4,2
Palla,Ramsay-Snow,3,2
